ID;CLASE;SUBCLASE;SUPERORDER;ORDER;SUBORDER;SUPERCOHORT;COHORT;SUBCOHORT;SUPERFAMILY;FAMILY;GENERA;SPECIE;G_SP;RESOURCE;METHOD;TAXONOMIC_LEVEL;Cita
137;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Galumnoidea;Galumnidae;Pilogalumna;tenuiclaves;Pilogalumna tenuiclaves;sap. fun.;enzymes;SPECIE;4
138;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Liacaridae;Xenillus;tegeocranus;Xenillus tegeocranus;plant;enzymes;SPECIE;4
139;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Liacaridae;Xenillus;tegeocranus;Xenillus tegeocranus;litter;enzymes;SPECIE;4
140;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Liacaridae;Xenillus;tegeocranus;Xenillus tegeocranus;bac.;enzymes;SPECIE;4
141;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Astegistidae;Adoristes;ovatus;Adoristes ovatus;plant;enzymes;SPECIE;4
142;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Astegistidae;Adoristes;ovatus;Adoristes ovatus;litter;enzymes;SPECIE;4
143;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Astegistidae;Adoristes;ovatus;Adoristes ovatus;bac.;enzymes;SPECIE;4
144;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Astegistidae;Adoristes;ovatus;Adoristes ovatus;myco.;enzymes;SPECIE;4
145;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Astegistidae;Adoristes;ovatus;Adoristes ovatus;sap. fun.;enzymes;SPECIE;4
146;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Astigmatina;;Hemisarcoptoidea;Hyadesiidae;Tyrophagus;similis;Tyrophagus similis;sap. fun.;enzymes;SPECIE;4
147;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermannia;gibba;Hermannia gibba;plant;enzymes;SPECIE;4
148;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermannia;gibba;Hermannia gibba;litter;enzymes;SPECIE;4
149;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermannia;gibba;Hermannia gibba;bac.;enzymes;SPECIE;4
150;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermannia;gibba;Hermannia gibba;myco.;enzymes;SPECIE;4
151;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermannia;gibba;Hermannia gibba;sap. fun.;enzymes;SPECIE;4
152;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermanniella;granulata;Hermanniella granulata;plant;enzymes;SPECIE;4
153;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermanniella;granulata;Hermanniella granulata;litter;enzymes;SPECIE;4
154;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermanniella;granulata;Hermanniella granulata;bac.;enzymes;SPECIE;4
155;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermanniella;granulata;Hermanniella granulata;myco.;enzymes;SPECIE;4
156;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermanniella;granulata;Hermanniella granulata;sap. fun.;enzymes;SPECIE;4
157;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Enarthronoides;;;Hypochthonioidea;Hypochthoniidae;Hyphochthonius;rufulus;Hyphochthonius rufulus;plant;enzymes;SPECIE;4
158;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Enarthronoides;;;Hypochthonioidea;Hypochthoniidae;Hyphochthonius;rufulus;Hyphochthonius rufulus;litter;enzymes;SPECIE;4
159;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Enarthronoides;;;Hypochthonioidea;Hypochthoniidae;Hyphochthonius;rufulus;Hyphochthonius rufulus;nemat.;enzymes;SPECIE;4
160;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Enarthronoides;;;Hypochthonioidea;Hypochthoniidae;Hyphochthonius;rufulus;Hyphochthonius rufulus;carrion;enzymes;SPECIE;4
161;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Licneremaeoidea;Charassobatidae;Licneremaeus;licnophorus;Licneremaeus licnophorus;sap. fun.;enzymes;SPECIE;4
162;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oppioidea;Oppiidae;Ramusella;clavipectinata;Ramusella clavipectinata;myco.;enzymes;SPECIE;4
163;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oppioidea;Oppiidae;Ramusella;clavipectinata;Ramusella clavipectinata;sap. fun.;enzymes;SPECIE;4
164;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oribatelloidea;Oribatellidae;Oribatella;quadricornuta;Oribatella quadricornuta;sap. fun.;enzymes;SPECIE;4
165;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oribatulidae;Oribatula;tibialis;Oribatula tibialis;myco.;enzymes;SPECIE;4
166;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oribatulidae;Oribatula;tibialis;Oribatula tibialis;sap. fun.;enzymes;SPECIE;4
167;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oripodidae;Liebstadia;similis;Liebstadia similis;plant;enzymes;SPECIE;4
168;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oripodidae;Liebstadia;similis;Liebstadia similis;litter;enzymes;SPECIE;4
169;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oripodidae;Liebstadia;similis;Liebstadia similis;bac.;enzymes;SPECIE;4
170;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oripodidae;Liebstadia;similis;Liebstadia similis;myco.;enzymes;SPECIE;4
171;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oripodidae;Liebstadia;similis;Liebstadia similis;sap. fun.;enzymes;SPECIE;4
172;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Scheloribatidae;Scheloribates;laevigatus;Scheloribates laevigatus;myco.;enzymes;SPECIE;4
173;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Scheloribatidae;Scheloribates;laevigatus;Scheloribates laevigatus;sap. fun.;enzymes;SPECIE;4
174;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Scheloribatidae;Hemileius;initialis;Hemileius initialis;sap. fun.;enzymes;SPECIE;4
175;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Phthiracaroidea;Phthiracaridae;Atropacarus;striculus;Atropacarus striculus;plant;enzymes;SPECIE;4
176;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Phthiracaroidea;Phthiracaridae;Atropacarus;striculus;Atropacarus striculus;litter;enzymes;SPECIE;4
177;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Phthiracaroidea;Phthiracaridae;Atropacarus;striculus;Atropacarus striculus;bac.;enzymes;SPECIE;4
178;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Phthiracaroidea;Phthiracaridae;Phthiracarus;ferrugineus;Phthiracarus ferrugineus;plant;enzymes;SPECIE;4
179;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Phthiracaroidea;Phthiracaridae;Phthiracarus;ferrugineus;Phthiracarus ferrugineus;litter;enzymes;SPECIE;4
180;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Phthiracaroidea;Phthiracaridae;Phthiracarus;ferrugineus;Phthiracarus ferrugineus;bac.;enzymes;SPECIE;4
181;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Phthiracaroidea;Phthiracaridae;Phthiracarus;piger;Phthiracarus piger;plant;enzymes;SPECIE;4
182;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Phthiracaroidea;Phthiracaridae;Phthiracarus;piger;Phthiracarus piger;litter;enzymes;SPECIE;4
183;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Phthiracaroidea;Phthiracaridae;Phthiracarus;piger;Phthiracarus piger;bac.;enzymes;SPECIE;4
184;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Tectocepheoidea;Tectocepheidae;Tectocepheus;velatus;Tectocepheus velatus;plant;enzymes;SPECIE;4
185;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Tectocepheoidea;Tectocepheidae;Tectocepheus;velatus;Tectocepheus velatus;litter;enzymes;SPECIE;4
186;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Tectocepheoidea;Tectocepheidae;Tectocepheus;velatus;Tectocepheus velatus;bac.;enzymes;SPECIE;4
187;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Tectocepheoidea;Tectocepheidae;Tectocepheus;velatus;Tectocepheus velatus;myco.;enzymes;SPECIE;4
188;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Tectocepheoidea;Tectocepheidae;Tectocepheus;velatus;Tectocepheus velatus;sap. fun.;enzymes;SPECIE;4
189;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Lepidorcyrtus;cyaneus;Lepidorcyrtus cyaneus;sap. fun.;enzymes;SPECIE;5
190;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Lepidorcyrtus;cyaneus;Lepidorcyrtus cyaneus;myco.;enzymes;SPECIE;5
191;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Orchesella;quinquefasciata;Orchesella quinquefasciata;sap. fun.;enzymes;SPECIE;5
192;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Orchesella;quinquefasciata;Orchesella quinquefasciata;myco.;enzymes;SPECIE;5
193;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Pseudosinella;alba;Pseudosinella alba;sap. fun.;enzymes;SPECIE;5
194;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Pseudosinella;alba;Pseudosinella alba;myco.;enzymes;SPECIE;5
195;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Pseudosinella;acuatica;Pseudosinella acuatica;myco.;enzymes;SPECIE;5
196;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Pseudosinella;acuatica;Pseudosinella acuatica;bac.;enzymes;SPECIE;5
197;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Pseudosinella;boedvarssoni;Pseudosinella boedvarssoni;myco.;enzymes;SPECIE;5
198;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Pseudosinella;boedvarssoni;Pseudosinella boedvarssoni;bac.;enzymes;SPECIE;5
199;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Seira;domestica;Seira domestica;humus;enzymes;SPECIE;5
200;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Seira;domestica;Seira domestica;nemat.;enzymes;SPECIE;5
201;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Seira;domestica;Seira domestica;sap. fun.;enzymes;SPECIE;5
202;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Seira;domestica;Seira domestica;bac.;enzymes;SPECIE;5
203;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Seira;domestica;Seira domestica;litter;enzymes;SPECIE;5
204;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Paraisotoma;notabilis;Paraisotoma notabilis;sap. fun.;enzymes;SPECIE;5
205;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Parisotoma;notabilis;Parisotoma notabilis;myco.;enzymes;SPECIE;5
206;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Folsomia;quadrioculata;Folsomia quadrioculata;bac.;enzymes;SPECIE;5
207;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Folsomia;quadrioculata;Folsomia quadrioculata;sap. fun.;enzymes;SPECIE;5
208;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Folsomia;quadrioculata;Folsomia quadrioculata;humus;enzymes;SPECIE;5
209;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Isotomorus;prasinus;Isotomorus prasinus;sap. fun.;enzymes;SPECIE;5
210;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Isotomorus;prasinus;Isotomorus prasinus;myco.;enzymes;SPECIE;5
211;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Isotoma;viridis;Isotoma viridis;sap. fun.;enzymes;SPECIE;5
212;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Isotoma;viridis;Isotoma viridis;myco.;enzymes;SPECIE;5
213;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Tomoceridae;Tomocerus;minor;Tomocerus minor;nemat.;enzymes;SPECIE;5
214;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Tomoceridae;Tomocerus;minor;Tomocerus minor;sap. fun.;enzymes;SPECIE;5
215;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Tomoceridae;Tomocerus;minor;Tomocerus minor;litter;enzymes;SPECIE;5
216;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Tomoceridae;Tomocerus;minor;Tomocerus minor;humus;enzymes;SPECIE;5
217;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Tomoceridae;Tomocerus;minor;Tomocerus minor;bac.;enzymes;SPECIE;5
218;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Brachystomelellidae;Brachystomella;parvula;Brachystomella parvula;nemat.;enzymes;SPECIE;5
219;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Hypogastruridae;Ceratophysella;denticulata;Ceratophysella denticulata;sap. fun.;enzymes;SPECIE;5
220;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Hypogastruridae;Ceratophysella;denticulata;Ceratophysella denticulata;myco.;enzymes;SPECIE;5
221;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Neanuridae;Neanura;muscorum;Neanura muscorum;nemat.;enzymes;SPECIE;5
222;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Neanuridae;Neanura;muscorum;Neanura muscorum;bac.;enzymes;SPECIE;5
223;Entognatha;Collembola;;Symphypleona;;;;;;Sminthuridae;Sminthurinus;aureus;Sminthurinus aureus;plant;enzymes;SPECIE;5
224;Entognatha;Collembola;;Symphypleona;;;;;;Sminthuridae;Sminthurinus;aureus;Sminthurinus aureus;litter;enzymes;SPECIE;5
225;Entognatha;Collembola;;Symphypleona;;;;;;Sminthuridae;Sminthurinus;aureus;Sminthurinus aureus;sap. fun.;enzymes;SPECIE;5
226;Entognatha;Collembola;;Symphypleona;;;;;;Sminthuridae;Sminthurus;viridis;Sminthurus viridis;sap. fun.;enzymes;SPECIE;5
227;Entognatha;Collembola;;Symphypleona;;;;;;Sminthuridae;Sminthurus;viridis;Sminthurus viridis;myco.;enzymes;SPECIE;5
228;Entognatha;Collembola;;Symphypleona;;;;;;Sminthuridae;Allacma;fusca;Allacma fusca;sap. fun.;enzymes;SPECIE;5
229;Entognatha;Collembola;;Symphypleona;;;;;;Sminthuridae;Allacma;fusca;Allacma fusca;myco.;enzymes;SPECIE;5
230;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Hypogastruridae;Ceratophysella;denticulata;Ceratophysella denticulata;sap. fun.;isotopes;SPECIE;6
231;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Hypogastruridae;Ceratophysella;denticulata;Ceratophysella denticulata;myco.;isotopes;SPECIE;6
232;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Hypogastruridae;Ceratophysella;succinea;Ceratophysella succinea;sap. fun.;lipid;SPECIE;26
233;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Hypogastruridae;Ceratophysella;sp.;Ceratophysella sp.;eggs;isotopes;GENERA;6
234;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Hypogastruridae;Ceratophysella;sp.;Ceratophysella sp.;carrion;isotopes;GENERA;6
235;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Hypogastruridae;Ceratophysella;sp.;Ceratophysella sp.;nemat.;isotopes;GENERA;6
236;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Hypogastruridae;Ceratophysella;sp.;Ceratophysella sp.;bac.;isotopes;GENERA;6
237;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Hypogastruridae;Ceratophysella;sp.;Ceratophysella sp.;sap. fun.;isotopes;GENERA;6
238;Entognatha;Collembola;;Symphypleona;;;;;;Sminthuridae;Dicyrtomina;fusca;Dicyrtomina fusca;plant;isotopes;SPECIE;6
239;Entognatha;Collembola;;Symphypleona;;;;;;Sminthuridae;Dicyrtomina;minuta;Dicyrtomina minuta;plant;isotopes;SPECIE;6
240;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Entomobrya;corticalis;Entomobrya corticalis;sap. fun.;isotopes;SPECIE;6
241;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Entomobrya;corticalis;Entomobrya corticalis;bac.;isotopes;SPECIE;6
242;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Entomobrya;corticalis;Entomobrya corticalis;myco.;isotopes;SPECIE;6
243;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Entomobrya;corticalis;Entomobrya corticalis;litter;isotopes;SPECIE;6
244;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Entomobrya;muscorum;Entomobrya muscorum;bac.;isotopes;SPECIE;6
245;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Entomobrya;muscorum;Entomobrya muscorum;litter;isotopes;SPECIE;6
246;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Entomobrya;muscorum;Entomobrya muscorum;sap. fun.;isotopes;SPECIE;6
247;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Folsomia;quadrioculata;Folsomia quadrioculata;bac.;isotopes;SPECIE;6
248;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Folsomia;quadrioculata;Folsomia quadrioculata;litter;isotopes;SPECIE;6
249;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Folsomia;quadrioculata;Folsomia quadrioculata;sap. fun.;isotopes;SPECIE;6
250;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Hypogastruridae;Hypogastrura;burkilli;Hypogastrura burkilli;sap. fun.;isotopes;SPECIE;6
251;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Hypogastruridae;Hypogastrura;burkilli;Hypogastrura burkilli;myco.;isotopes;SPECIE;6
252;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Isotoma;violacea;Isotoma violacea;sap. fun.;isotopes;SPECIE;6
253;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Isotoma;violacea;Isotoma violacea;myco.;isotopes;SPECIE;6
254;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Lepidorcyrtus;lignorum;Lepidorcyrtus lignorum;sap. fun.;isotopes;SPECIE;6
255;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Lepidorcyrtus;lignorum;Lepidorcyrtus lignorum;litter;isotopes;SPECIE;6
256;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Lepidorcyrtus;lignorum;Lepidorcyrtus lignorum;myco.;isotopes;SPECIE;6
257;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Lepidorcyrtus;lignorum;Lepidorcyrtus lignorum;bac.;isotopes;SPECIE;6
258;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Lepidorcyrtus;sp.;Lepidorcyrtus sp.;sap. fun.;isotopes;GENERA;6
259;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Lepidorcyrtus;sp.;Lepidorcyrtus sp.;myco.;isotopes;GENERA;6
260;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Neanuridae;Neanura;muscorum;Neanura muscorum;eggs;isotopes;SPECIE;6
261;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Neanuridae;Neanura;muscorum;Neanura muscorum;carrion;isotopes;SPECIE;6
262;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Neanuridae;Neanura;muscorum;Neanura muscorum;nemat.;isotopes;SPECIE;6
263;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Neanuridae;Neanura;muscorum;Neanura muscorum;bac.;isotopes;SPECIE;6
264;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Neanuridae;Neanura;muscorum;Neanura muscorum;sap. fun.;isotopes;SPECIE;6
265;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Neanuridae;Neanura;villosa;Neanura villosa;eggs;isotopes;SPECIE;6
266;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Neanuridae;Neanura;villosa;Neanura villosa;carrion;isotopes;SPECIE;6
267;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Neanuridae;Neanura;villosa;Neanura villosa;nemat.;isotopes;SPECIE;6
268;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Neanuridae;Neanura;villosa;Neanura villosa;bac.;isotopes;SPECIE;6
269;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Neanuridae;Neanura;villosa;Neanura villosa;sap. fun.;isotopes;SPECIE;6
270;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Onychiuridae;;;ONYCHIURIDAE ;sap. fun.;isotopes;FAMILY;6
271;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Onychiuridae;;;ONYCHIURIDAE ;myco.;isotopes;FAMILY;6
272;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Orchesella;flavescens;Orchesella flavescens;litter;isotopes;SPECIE;6
273;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Orchesella;flavescens;Orchesella flavescens;bac.;isotopes;SPECIE;6
274;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Orchesella;flavescens;Orchesella flavescens;sap. fun.;isotopes;SPECIE;6
275;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Paraisotoma;notabilis;Paraisotoma notabilis;sap. fun.;isotopes;SPECIE;6
276;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Paraisotoma;notabilis;Paraisotoma notabilis;myco.;isotopes;SPECIE;6
277;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Neanuridae;Pseudachorutes;sp.;Pseudachorutes sp.;eggs;isotopes;GENERA;6
278;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Neanuridae;Pseudachorutes;sp.;Pseudachorutes sp.;carrion;isotopes;GENERA;6
279;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Neanuridae;Pseudachorutes;sp.;Pseudachorutes sp.;nemat.;isotopes;GENERA;6
280;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Neanuridae;Pseudachorutes;sp.;Pseudachorutes sp.;bac.;isotopes;GENERA;6
281;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Neanuridae;Pseudachorutes;sp.;Pseudachorutes sp.;sap. fun.;isotopes;GENERA;6
282;Entognatha;Collembola;;Symphypleona;;;;;;Sminthuridae;Sminthurinus;aureus;Sminthurinus aureus;plant;isotopes;SPECIE;6
283;Entognatha;Collembola;;Symphypleona;;;;;;Sminthuridae;Sminthurinus;aureus;Sminthurinus aureus;sap. fun.;isotopes;SPECIE;6
284;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Tomoceridae;Tomocerus;flavescens;Tomocerus flavescens;bac.;isotopes;SPECIE;6
285;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Tomoceridae;Tomocerus;flavescens;Tomocerus flavescens;litter;isotopes;SPECIE;6
